BAD;CLAGE;CLNO;DEBTINC;DELINQ;DEROG;JOB;LOAN;MORTDUE;NINQ;REASON;VALUE;YOJ;CPF
1;46,66666667;11;;0;0;Other;17000;43000;3;DebtCon;63500;8;119.592.291-2731
0;206,7370713;16;25,87399085;0;0;Other;17000;118822;0;DebtCon;208429;3;110.294.129-2667
0;125,6730605;8;34,75618581;0;0;Other;17000;96065;2;DebtCon;116416;14;119.592.291-2732
0;128,4175979;15;31,16602944;;;Office;17000;97517;3;DebtCon;141718;2;110.294.129-2668
0;114,9462923;23;40,24125987;2;;Office;17000;51018;0;HomeImp;108148;0;119.592.291-2733
1;67,40828497;13;44,75157219;0;4;;17000;170636;1;DebtCon;188899;1;110.294.129-2669
0;120,2389346;15;33,95359392;;;Office;17000;98451;2;DebtCon;138012;3;119.592.291-2734
0;252,3059847;30;37,31611992;0;0;Mgr;17000;82662;4;DebtCon;111357;17;110.294.129-2670
0;279,3611988;46;39,67697661;0;0;Other;17000;108154;0;DebtCon;134103;1;119.592.291-2735
0;367,6645206;9;39,10689638;0;0;Other;17000;25638;0;DebtCon;128433;10;110.294.129-2671
0;110,2940878;21;36,1073409;0;0;ProfExe;17100;56791;1;DebtCon;94396;7;119.592.291-2736
0;254,0957007;32;29,81874354;1;0;ProfExe;17100;48471;3;DebtCon;71546;5;110.294.129-2672
0;225,7062879;41;38,89637818;0;0;Other;17100;19126;2;DebtCon;88969;21;119.592.291-2737
0;327,0017911;15;12,4986698;0;0;Office;17100;;0;DebtCon;96036;27;110.294.129-2673
0;147,9158091;29;34,73427716;0;0;ProfExe;17100;100082;0;DebtCon;119585;1;119.592.291-2738
0;367,9970935;9;40,64091611;0;0;Other;17100;22162;0;DebtCon;128989;11;110.294.129-2674
0;95,52351212;9;36,92038565;;;Other;17100;53983;0;DebtCon;73688;5;119.592.291-2739
0;155,3007626;21;25,70412779;0;0;Office;17100;123463;0;DebtCon;160487;4;110.294.129-2675
0;151,1045925;23;39,48719814;2;;Office;17100;49951;1;HomeImp;111291;1;119.592.291-2740
0;80,58265559;16;26,76776884;0;0;Mgr;17100;74922;0;DebtCon;91187;0;110.294.129-2676
0;70,01636023;22;37,19508553;0;0;Office;17100;59123;0;DebtCon;94247;0;119.592.291-2741
0;165,6277883;11;29,2491436;0;0;ProfExe;17100;46953;2;DebtCon;69086;6;110.294.129-2677
0;103,6838558;49;30,3535487;1;0;Other;17100;43085;3;DebtCon;68758;7;119.592.291-2742
0;244,7288109;41;37,49264563;;;Mgr;17100;92853;3;DebtCon;130864;6;110.294.129-2678
1;209,1988005;6;38,632967;0;0;Other;17100;32134;0;DebtCon;69131;3;119.592.291-2743
0;247,2958965;20;25,63211642;0;0;ProfExe;17100;54598;0;DebtCon;115838;14;110.294.129-2679
0;101,0140613;14;27,71993814;0;0;;17100;;0;;60781;8;119.592.291-2744
0;248,7187801;49;44,55215415;0;0;Other;17100;27842;0;HomeImp;74459;;110.294.129-2680
0;270,5812143;23;38,46522769;;1;Other;17100;104652;;;169076;;119.592.291-2745
0;177,6294323;17;39,17643246;0;0;;17100;117337;0;DebtCon;131575;16;110.294.129-2681
0;289,9544006;16;24,45832061;0;0;Other;17100;91502;0;DebtCon;113251;18;119.592.291-2746
0;295,9554144;17;36,78730595;0;0;Mgr;17200;51352;1;DebtCon;64386;27;110.294.129-2682
0;224,7643591;24;36,7023407;0;1;ProfExe;17200;62514;1;HomeImp;96633;25;119.592.291-2747
0;;16;23,34562321;0;0;ProfExe;17200;59698;1;;89715;9;110.294.129-2683
0;248,1588756;42;36,79087533;;;Mgr;17200;94937;2;DebtCon;133859;6;119.592.291-2748
0;287,2608869;23;30,0987967;1;0;Other;17200;6126;0;HomeImp;88603;13;110.294.129-2684
0;330,9709043;6;37,94331514;0;0;Sales;17200;7044;0;DebtCon;57831;0;119.592.291-2749
0;102,6786125;21;41,41835285;0;0;Other;17200;103519;1;DebtCon;118074;0;110.294.129-2685
0;118,8661339;9;34,6028274;0;0;Other;17200;89507;1;DebtCon;121047;14;119.592.291-2750
0;120,3239792;48;30,55651187;1;0;Other;17200;52011;2;DebtCon;65800;7;110.294.129-2686
0;77,28338497;20;28,82169866;0;0;Mgr;17200;11950;1;HomeImp;170000;22;119.592.291-2751
0;140,973401;9;28,6621734;0;0;Mgr;17200;43996;0;DebtCon;79419;5;110.294.129-2687
0;163,3947887;20;28,27488887;0;0;ProfExe;17200;33073;1;DebtCon;85654;7;119.592.291-2752
1;;0;;0;0;Other;17200;50742;0;DebtCon;71000;15;110.294.129-2688
0;99,98597596;10;26,43708405;0;0;;17200;39316;1;DebtCon;66978;4;119.592.291-2753
1;115,3530306;34;41,35903633;1;0;ProfExe;17200;74402;4;DebtCon;;13;110.294.129-2689
1;174,3961345;21;34,53892537;0;0;Office;17200;62108;1;DebtCon;;21;119.592.291-2754
0;240,5227465;31;32,84175391;0;0;ProfExe;17200;48999;3;DebtCon;76544;5;110.294.129-2690
0;106,486237;18;38,80624071;0;0;Other;17200;35116;1;DebtCon;60489;17;119.592.291-2755
0;115,5575126;25;38,94891874;0;0;ProfExe;17200;85977;1;HomeImp;109238;3;110.294.129-2691
0;111,1259517;17;34,17904688;0;0;Office;17200;45900;0;HomeImp;68126;4;119.592.291-2756
0;180,9314877;25;30,58796698;0;0;Office;17200;52276;0;DebtCon;69860;0;110.294.129-2692
0;57,16674512;9;39,99115424;3;0;Other;17200;53849;1;HomeImp;102326;1;119.592.291-2757
0;139,3401702;9;34,78487038;0;0;Other;17200;90567;2;DebtCon;118761;14;110.294.129-2693
0;296,2114898;18;30,3013654;0;0;Other;17200;99204;1;DebtCon;119490;9;119.592.291-2758
0;283,8487591;16;38,39363467;0;0;Mgr;17200;48427;1;DebtCon;66082;29;110.294.129-2694
0;133,1594808;11;27,50354017;0;0;ProfExe;17200;62840;0;HomeImp;92946;5;119.592.291-2759
0;215,6075405;15;38,31851469;0;0;Office;17200;17234;0;;43310;1;110.294.129-2695
0;276,9110829;20;26,6961587;0;0;ProfExe;17200;55254;0;DebtCon;118718;15;119.592.291-2760
0;249,2156672;50;43,75679409;0;0;Other;17200;27230;1;HomeImp;82319;;110.294.129-2696
0;101,3255769;9;27,97593545;0;0;;17300;40280;2;DebtCon;66319;4;119.592.291-2761
0;147,5533245;19;36,42721874;0;0;ProfExe;17300;91132;2;DebtCon;110440;10;110.294.129-2697
0;129,8379412;49;29,31159406;1;0;Other;17300;51185;3;DebtCon;65537;6;119.592.291-2762
0;125,1315694;17;37,93651965;0;0;Other;17300;35070;1;DebtCon;63862;16;110.294.129-2698
0;247,3605705;30;36,53643556;0;0;Mgr;17300;79412;4;DebtCon;114906;17;119.592.291-2763
1;90,3;30;;1;2;Other;17300;73000;6;DebtCon;95000;5;110.294.129-2699
0;90,44952245;16;35,75006044;0;0;ProfExe;17300;99064;0;HomeImp;156306;4;119.592.291-2764
0;299,7052373;10;35,98666991;1;;Other;17300;44031;1;DebtCon;79187;0;110.294.129-2700
0;219,3093648;16;37,76321101;0;0;Office;17300;20798;0;;37980;2;119.592.291-2765
0;120,2414262;9;35,81087795;0;0;Other;17300;90768;2;DebtCon;116052;13;110.294.129-2701
0;202,0496827;19;21,57338522;0;0;ProfExe;17300;65444;0;DebtCon;91244;8;119.592.291-2766
0;127,0999737;20;24,5182717;0;0;Office;17300;65136;0;DebtCon;83847;6;110.294.129-2702
0;85,23250072;13;31,34436552;0;0;ProfExe;17300;110614;0;DebtCon;137552;6;119.592.291-2767
1;142,3320756;32;46,90232438;6;0;Other;17300;73503;1;DebtCon;91842;0;110.294.129-2703
0;118,1330649;24;37,61084501;0;0;ProfExe;17300;91350;0;HomeImp;107834;3;119.592.291-2768
0;114,0234424;26;35,90776048;3;2;Other;17300;65077;2;DebtCon;91991;0;110.294.129-2704
0;271,7823232;30;40,40450623;2;;Office;17300;96138;0;DebtCon;124066;1;119.592.291-2769
0;262,9484377;34;38,563081;0;0;ProfExe;17300;32736;0;DebtCon;49100;4;110.294.129-2705
0;194,2933392;25;30,53780606;0;0;Office;17300;57358;0;DebtCon;71617;0;119.592.291-2770
0;115,002195;17;32,25108612;0;0;Office;17300;51107;0;HomeImp;64135;4;110.294.129-2706
0;133,1676855;8;28,29822706;0;0;Mgr;17300;48132;0;DebtCon;78889;4;119.592.291-2771
0;345,0099186;17;32,47431947;;;Other;17400;;;DebtCon;48971;;110.294.129-2707
0;148,9162275;18;34,38702843;0;0;Other;17400;77350;1;DebtCon;101271;0;119.592.291-2772
0;113,6359957;12;25,3571946;0;0;ProfExe;17400;61035;0;HomeImp;90434;4;110.294.129-2708
0;123,2570546;12;25,55759334;0;0;ProfExe;17400;58941;0;HomeImp;88470;4;119.592.291-2773
0;109,4827485;7;34,81844499;;;Other;17400;62824;0;DebtCon;82243;5;110.294.129-2709
0;95,36306868;17;27,10761957;0;1;Mgr;17400;25859;1;DebtCon;43684;16;119.592.291-2774
0;217,7442746;16;38,25139203;0;0;Office;17400;24687;0;;37391;2;110.294.129-2710
0;114,2891824;8;26,37910802;0;0;Mgr;17400;43110;1;DebtCon;73614;1;119.592.291-2775
0;73,46751776;19;29,53166415;0;0;Mgr;17400;11147;1;HomeImp;166496;23;110.294.129-2711
0;281,5781525;16;38,02752168;0;0;Mgr;17400;42876;1;DebtCon;66085;26;119.592.291-2776
0;132,0192267;48;30,18656747;0;0;Other;17400;45861;3;DebtCon;61256;7;110.294.129-2712
1;23,33333333;11;;0;0;Office;17400;54161;5;DebtCon;75500;4;119.592.291-2777
0;117,3235888;9;27,13398944;0;0;Mgr;17400;44479;0;DebtCon;78121;1;110.294.129-2713
0;204,1656163;19;40,50796477;0;0;Mgr;17400;97072;0;DebtCon;155146;0;119.592.291-2778
1;178,6595894;46;41,11788749;0;6;Other;17400;96590;2;DebtCon;112115;0;110.294.129-2714
0;174,1014596;17;37,6335491;0;0;;17400;113890;1;DebtCon;135146;16;119.592.291-2779
0;272,5904825;16;39,3830645;0;0;Mgr;17400;49765;1;DebtCon;66782;27;110.294.129-2715
0;247,7616459;50;43,70133124;0;0;Other;17400;25844;0;HomeImp;83229;;119.592.291-2780
0;146,3520808;20;26,6035115;0;0;Office;17400;123579;0;DebtCon;168243;4;110.294.129-2716
0;276,0663463;37;24,35659356;0;0;ProfExe;17400;166345;0;DebtCon;202989;10;119.592.291-2781
0;198,9896005;20;38,99143137;0;1;Other;17400;55575;1;DebtCon;78661;17;110.294.129-2717
0;144,1981676;30;35,11415035;0;0;ProfExe;17400;102228;0;DebtCon;115898;0;119.592.291-2782
0;154,8555239;24;38,69508356;2;;Office;17400;56111;1;HomeImp;114521;2;110.294.129-2718
0;172,7111657;13;27,9796944;2;0;ProfExe;17400;64163;0;HomeImp;84948;12;119.592.291-2783
1;212,1291452;25;35,10671964;2;0;Other;17400;79623;2;DebtCon;113658;0;110.294.129-2719
0;116,9613578;8;36,25138573;0;0;Other;17500;92986;2;DebtCon;114276;13;119.592.291-2784
0;208,4622762;18;37,82861717;0;0;Mgr;17500;99853;1;DebtCon;163401;0;110.294.129-2720
0;244,3562274;41;35,74477089;0;0;Other;17500;17889;2;DebtCon;94453;19;119.592.291-2785
0;136,1582225;30;36,8517233;0;0;ProfExe;17500;101354;0;DebtCon;117209;1;110.294.129-2721
0;217,0370487;18;37,46299196;0;0;Mgr;17500;133243;0;DebtCon;154513;;119.592.291-2786
1;59,83333333;16;;1;10;Other;17500;76100;5;DebtCon;98500;5;110.294.129-2722
0;126,0794526;18;34,10902705;0;0;Office;17500;49968;0;HomeImp;68025;3;119.592.291-2787
0;160,4547005;19;32,27680932;0;0;Office;17500;73071;3;DebtCon;94267;1;110.294.129-2723
0;;15;29,1136512;0;0;Other;17500;153839;1;DebtCon;194027;7;119.592.291-2788
0;108,3160802;49;31,49594571;0;0;Other;17500;51102;2;DebtCon;69532;5;110.294.129-2724
0;115,0759476;16;32,17638026;;;Office;17500;100642;3;DebtCon;138550;3;119.592.291-2789
1;163,0666667;25;;0;1;Other;17500;110603;3;DebtCon;142000;1;110.294.129-2725
1;92,3;29;;2;3;ProfExe;17500;56647;7;DebtCon;78000;11;119.592.291-2790
1;177,5;21;;1;1;Office;17500;68000;5;DebtCon;133015;19;110.294.129-2726
0;110,2309072;15;41,51229209;0;0;Other;17500;46636;3;DebtCon;72908;7;119.592.291-2791
0;265,1846252;17;27,02943897;0;0;Other;17500;90221;1;DebtCon;113564;19;110.294.129-2727
0;125,1094856;25;37,10302599;0;0;ProfExe;17500;85183;1;HomeImp;108948;4;119.592.291-2792
0;115,8086608;13;25,40157;0;0;ProfExe;17500;61524;1;HomeImp;87188;3;110.294.129-2728
1;188,7333333;26;;0;0;ProfExe;17500;91000;3;DebtCon;116000;0,5;119.592.291-2793
0;147,0985835;8;34,46794;0;0;Other;17500;87294;2;DebtCon;114031;15;110.294.129-2729
0;288,0084783;47;39,35835753;0;0;Other;17500;103562;0;DebtCon;130613;1;119.592.291-2794
0;100,2812192;15;31,66931945;;;Office;17500;102858;2;DebtCon;138977;2;110.294.129-2730
0;145,1207368;20;29,67538222;0;0;ProfExe;17500;23288;0;DebtCon;94904;8;119.592.291-2795
0;239,2016301;35;39,30107072;0;0;ProfExe;17600;39057;1;DebtCon;50933;6;110.294.129-2731
0;185,9782208;21;36,49405393;0;1;Other;17600;53707;0;DebtCon;80407;17;119.592.291-2796
0;181,2950465;9;30,87931729;0;0;Other;17600;;0;;96188;;110.294.129-2732
0;46,87513575;10;39,08182644;2;0;Other;17600;56090;1;HomeImp;103992;1;119.592.291-2797
0;152,7826478;14;29,20365458;1;0;ProfExe;17600;62996;0;HomeImp;86817;12;110.294.129-2733
0;147,1345258;18;33,05249321;0;0;Other;17600;73354;1;DebtCon;96526;0;119.592.291-2798
0;143,9671531;18;36,30996249;0;0;Other;17600;72232;0;DebtCon;103081;1;110.294.129-2734
0;152,4437144;18;35,5896626;0;0;Other;17600;79122;1;DebtCon;96116;1;119.592.291-2799
1;85,04333493;30;47,84029512;1;2;Other;17600;76043;6;DebtCon;95605;3;110.294.129-2735
0;126,0903816;17;30,87190179;0;0;Office;17600;44571;0;HomeImp;66088;2;119.592.291-2800
0;354,7359192;17;34,49504666;;;Other;17600;;;DebtCon;45119;;110.294.129-2736
0;89,20252735;16;23,93494584;0;0;Mgr;17600;29201;1;DebtCon;41396;19;119.592.291-2801
0;104,5928669;25;35,59225354;2;1;Other;17600;67285;2;DebtCon;90816;1;110.294.129-2737
0;312,882474;15;43,47886256;0;0;Other;17600;64857;3;DebtCon;82449;1;119.592.291-2802
0;185,274961;25;30,05232395;0;0;Office;17600;59347;0;DebtCon;68667;0;110.294.129-2738
0;144,3662159;19;29,80858976;0;0;Office;17600;71983;3;DebtCon;97939;1;119.592.291-2803
0;294,0732541;47;38,58165872;0;0;Other;17600;106381;0;DebtCon;134476;0;110.294.129-2739
0;230,7167135;23;39,13975656;0;0;ProfExe;17600;62198;1;HomeImp;101183;21;119.592.291-2804
0;116,7966851;20;23,40013712;0;0;Office;17600;71366;0;DebtCon;87862;5;110.294.129-2740
0;107,9438175;17;38,91921033;0;0;Other;17600;39063;1;DebtCon;54561;17;119.592.291-2805
0;100,1740038;15;43,76968491;0;0;Other;17600;48487;2;DebtCon;65665;6;110.294.129-2741
0;111,7857004;14;27,09089472;0;0;;17600;;0;;66000;7;119.592.291-2806
0;152,7540102;7;36,76627363;0;0;Other;17600;88661;1;DebtCon;114922;13;110.294.129-2742
0;75,06082943;22;35,5629932;0;0;Office;17600;61093;0;DebtCon;97551;0;119.592.291-2807
0;271,396667;22;27,2833953;1;0;Other;17700;10847;0;HomeImp;94611;14;110.294.129-2743
0;196,1319389;15;37,92365952;0;0;Office;17700;17480;0;;41055;1;119.592.291-2808
0;114,6676183;19;21,93300632;0;0;Office;17700;64964;0;DebtCon;88856;5;110.294.129-2744
0;169,7334875;17;39,77062845;0;0;;17700;111612;0;DebtCon;128416;14;119.592.291-2809
0;283,040946;16;25,2259102;0;0;Other;17700;93302;0;DebtCon;116668;20;110.294.129-2745
0;57,09065961;10;40,85911311;2;0;Other;17700;50886;1;HomeImp;106673;2;119.592.291-2810
0;177,8548455;14;29,60717111;1;0;ProfExe;17700;60260;0;HomeImp;90196;11;110.294.129-2746
0;267,7835087;34;37,93457008;0;0;ProfExe;17700;36253;1;DebtCon;57420;3;119.592.291-2811
0;91,04574898;8;38,68550628;0;0;Office;17700;;2;DebtCon;56402;3;110.294.129-2747
0;96,15756173;13;27,59227738;0;0;ProfExe;17700;107395;0;DebtCon;133433;6;119.592.291-2812
0;83,59853183;16;33,62658567;0;0;ProfExe;17700;71399;0;HomeImp;96588;7;110.294.129-2748
0;110,7357286;16;32,22102484;;;Office;17700;98476;3;DebtCon;136319;2;119.592.291-2813
0;148,0652591;19;38,96287206;0;0;ProfExe;17700;85150;2;DebtCon;113104;11;110.294.129-2749
1;28,01149175;10;41,46337333;0;0;Office;17700;58016;5;DebtCon;76416;4;119.592.291-2814
0;244,5180644;32;30,40320383;0;0;ProfExe;17700;47064;3;DebtCon;71698;3;110.294.129-2750
0;85,18341257;8;40,20948611;0;0;Office;17700;;2;DebtCon;55796;1;119.592.291-2815
0;70,22587031;23;36,02327677;0;0;Office;17700;56375;0;DebtCon;90435;0;110.294.129-2751
0;82,39838379;17;25,32925087;0;0;Mgr;17700;72911;0;DebtCon;97317;1;119.592.291-2816
0;118,4559036;25;37,1605612;0;0;ProfExe;17700;82302;0;HomeImp;111228;4;110.294.129-2752
0;303,8376508;15;40,24631208;0;0;Other;17800;61494;3;DebtCon;85864;2;119.592.291-2817
0;282,9357846;21;27,97949547;0;0;Other;17800;38770;0;DebtCon;64357;17;110.294.129-2753
0;114,183555;10;27,5758097;0;0;;17800;39686;1;DebtCon;67246;5;119.592.291-2818
0;132,6098608;25;36,45908768;0;0;ProfExe;17800;83080;0;HomeImp;108348;1;110.294.129-2754
0;179,8493516;9;33,14225722;0;0;Other;17800;;1;;95639;;119.592.291-2819
0;135,1232249;20;38,93711224;0;0;Other;17800;107736;2;DebtCon;113100;1;110.294.129-2755
0;187,1833294;24;31,81747192;0;0;Office;17800;56956;0;DebtCon;74305;0;119.592.291-2820
0;208,466537;21;30,81324059;0;0;Office;17800;60611;0;DebtCon;89943;29;110.294.129-2756
0;123,7366743;13;28,15595999;0;0;ProfExe;17800;58942;0;HomeImp;91483;5;119.592.291-2821
0;105,7679609;25;34,62992201;2;2;Other;17800;68889;2;DebtCon;85642;0;110.294.129-2757
0;256,8544712;24;36,35403645;;1;Other;17800;100277;;;163702;;119.592.291-2822
0;270,044991;19;27,4670018;0;0;ProfExe;17800;51689;0;DebtCon;115660;16;110.294.129-2758
0;241,3753071;21;28,84644812;0;0;Mgr;17800;137169;0;DebtCon;182280;12;119.592.291-2823
0;86,7026248;21;31,35960953;0;0;Mgr;17800;13839;2;HomeImp;171378;23;110.294.129-2759
0;78,8388988;21;30,06279232;0;0;Mgr;17800;13660;2;HomeImp;173360;23;119.592.291-2824
0;265,022103;22;26,48079237;0;0;Other;17800;8642;0;HomeImp;88369;13;110.294.129-2760
0;121,8797027;10;19,14211657;0;0;Other;17800;36902;0;HomeImp;57622;9;119.592.291-2825
0;268,715304;19;24,25197176;0;0;ProfExe;17800;54003;0;DebtCon;116434;18;110.294.129-2761
0;85,85082998;15;32,2942169;0;0;ProfExe;17800;69306;0;HomeImp;94504;7;119.592.291-2826
0;238,1668986;27;20,07933438;0;0;ProfExe;17800;56432;0;DebtCon;157665;20;110.294.129-2762
0;246,7969491;32;32,50901207;0;0;ProfExe;17800;44326;3;DebtCon;79651;4;119.592.291-2827
1;138,0110083;16;38,2892023;2;1;Self;17900;70046;0;DebtCon;135917;1;110.294.129-2763
0;259,963831;34;39,83150056;0;0;ProfExe;17900;37265;0;DebtCon;53214;2;119.592.291-2828
0;113,0588969;19;24,07219136;0;0;Office;17900;62697;0;DebtCon;89848;7;110.294.129-2764
0;162,3895619;19;29,96118901;0;0;Office;17900;72501;3;DebtCon;94488;1;119.592.291-2829
0;250,4871084;24;39,15632328;;0;Other;17900;97335;;;167384;;110.294.129-2765
0;176,8707685;13;26,18976709;3;0;ProfExe;17900;63559;0;HomeImp;81536;13;119.592.291-2830
0;89,43649279;18;27,71065729;0;0;Mgr;17900;66823;0;DebtCon;91680;0;110.294.129-2766
0;79,1215828;9;26,51883069;0;1;;17900;38233;2;DebtCon;63578;6;119.592.291-2831
0;95,68425477;11;38,14282274;;;Office;17900;70444;0;HomeImp;95860;7;110.294.129-2767
1;90,3;5;;1;0;ProfExe;17900;96450;6;HomeImp;135822;6;119.592.291-2832
0;125,858539;16;32,84743505;;;Office;17900;102054;2;DebtCon;143103;5;110.294.129-2768
0;123,0225636;23;39,49148711;2;;Office;17900;56273;1;HomeImp;111507;1;119.592.291-2833
1;117,0897854;31;42,373233;0;0;Mgr;17900;51080;0;HomeImp;92051;10;110.294.129-2769
0;279,0070805;17;36,07297543;0;1;Mgr;17900;46342;1;DebtCon;68029;26;119.592.291-2834
0;288,6555842;47;41,9463752;1;0;Other;17900;110332;1;DebtCon;130756;2;110.294.129-2770
0;83,86164124;17;26,40566664;0;0;Mgr;17900;68779;0;DebtCon;98623;1;119.592.291-2835
1;74,42930759;2;29,97560335;1;0;Other;17900;;1;HomeImp;31953;10;110.294.129-2771
0;206,9666667;13;;0;0;Office;18000;68000;2;DebtCon;98898;10;119.592.291-2836
0;122,0619672;49;30,03372238;0;0;Other;18000;49255;3;DebtCon;61752;8;110.294.129-2772
0;307,2507013;15;41,43939067;0;0;Other;18000;62216;2;DebtCon;85503;3;119.592.291-2837
0;247,9728235;42;40,59168739;;;Mgr;18000;97523;3;DebtCon;130166;5;110.294.129-2773
0;155,8847243;25;23,58566428;0;0;Office;18000;63508;0;DebtCon;94991;1;119.592.291-2838
0;237,1016319;24;36,33819671;0;0;ProfExe;18000;65836;0;HomeImp;100292;22;110.294.129-2774
0;340,460801;17;30,57565003;;;Other;18000;;;DebtCon;53365;;119.592.291-2839
0;84,63934821;16;32,88687522;0;0;ProfExe;18000;72152;0;HomeImp;102671;7;110.294.129-2775
0;150,8023694;21;23,20094121;0;0;ProfExe;18000;88509;1;DebtCon;112933;4;119.592.291-2840
0;293,9804358;16;27,09752347;0;0;Other;18000;84824;0;DebtCon;115146;21;110.294.129-2776
0;180,6;20;;0;0;ProfExe;18000;23252;1;DebtCon;50750;16;119.592.291-2841
0;102,5946739;9;26,35375338;0;0;;18000;46865;2;DebtCon;61266;5;110.294.129-2777
0;219,1666667;24;;0;0;Office;18000;105000;4;DebtCon;172500;6;119.592.291-2842
0;312,5333333;25;;;;Other;18000;23000;;DebtCon;46000;0,2;110.294.129-2778
0;250,5666667;22;;0;0;Office;18000;7051;0;DebtCon;66200;;119.592.291-2843
0;179,5666667;26;;0;0;Mgr;18000;88000;2;DebtCon;131300;14;110.294.129-2779
0;202,9;22;;0;0;ProfExe;18000;124000;0;HomeImp;195000;13;119.592.291-2844
0;308,4666667;20;;1;0;Mgr;18000;94554;1;HomeImp;119000;1;110.294.129-2780
0;272,9333333;17;;0;0;Office;18000;90000;3;DebtCon;120600;25;119.592.291-2845
0;190,8;42;;0;0;ProfExe;18000;45000;1;DebtCon;68500;10;110.294.129-2781
0;108,5333333;16;;0;0;;18000;56000;0;DebtCon;78000;4;119.592.291-2846
1;129,8333333;11;;0;0;ProfExe;18000;62000;1;HomeImp;160800;15;110.294.129-2782
1;109,5666667;33;;0;3;Office;18000;12900;0;HomeImp;21500;5;119.592.291-2847
1;165,3333333;14;;0;0;Other;18000;57988;2;DebtCon;86970;16;110.294.129-2783
1;150,1;20;;0;2;Other;18000;99401;3;DebtCon;140000;8,9;119.592.291-2848
1;112,6333333;5;;0;2;Other;18000;39005;5;DebtCon;60000;10;110.294.129-2784
1;110,6333333;24;;2;3;Other;18000;47000;2;DebtCon;69000;6;119.592.291-2849
0;290,2806482;9;37,16369797;1;;Other;18000;52301;0;DebtCon;79959;1;110.294.129-2785
0;120,1541063;24;37,54773286;2;;Office;18000;55169;0;HomeImp;114786;2;119.592.291-2850
0;126,4264397;30;37,87741107;0;0;ProfExe;18000;100822;0;DebtCon;118817;0;110.294.129-2786
1;62,08860596;4;31,57029892;0;0;Other;18000;48724;0;DebtCon;72654;7;119.592.291-2851
0;;16;30,77816684;0;0;Other;18000;161413;2;DebtCon;196860;7;110.294.129-2787
0;178,661764;26;33,33696079;0;0;Mgr;18000;90275;1;DebtCon;135792;13;119.592.291-2852
0;121,7614658;26;34,02520751;1;2;Other;18000;74162;1;DebtCon;89823;0;110.294.129-2788
1;122,7333333;13;;0;0;Other;18000;114000;2;DebtCon;147140;5;119.592.291-2853
0;191,2820789;42;39,48302397;0;0;ProfExe;18000;50409;0;DebtCon;78404;9;110.294.129-2789
0;189,8742704;42;37,3521051;0;0;ProfExe;18000;54196;1;DebtCon;71412;10;119.592.291-2854
0;244,8818599;14;23,53704523;0;0;Other;18000;41814;0;HomeImp;62845;27;110.294.129-2790
0;182,5978157;9;30,67551037;0;0;Other;18000;;1;;97026;;119.592.291-2855
0;218,0193861;23;40,15214366;0;0;Office;18000;107546;3;DebtCon;176314;6;110.294.129-2791
0;154,4259959;18;33,67802577;0;0;Other;18100;81916;0;DebtCon;104048;0;119.592.291-2856
0;256,2054726;21;27,38411651;0;0;Mgr;18100;144692;0;DebtCon;183630;11;110.294.129-2792
0;52,94238739;9;40,61679727;3;0;Other;18100;53524;1;HomeImp;102133;0;119.592.291-2857
0;178,1920777;42;40,57402248;0;0;ProfExe;18100;46145;0;DebtCon;72200;11;110.294.129-2793
1;136,5300202;41;33,27229752;2;7;Mgr;18100;23590;10;DebtCon;215548;10;119.592.291-2858
0;247,545271;27;21,46927181;0;0;ProfExe;18100;57864;0;DebtCon;164069;19;110.294.129-2794
0;83,16781079;11;32,28540549;0;0;Other;18100;71814;3;DebtCon;89941;10;119.592.291-2859
0;293,3585868;15;43,6177143;0;0;Other;18100;62783;2;DebtCon;86066;0;110.294.129-2795
0;127,2461963;8;37,52527269;0;0;Other;18100;89454;1;DebtCon;119019;13;119.592.291-2860
0;230,0721311;23;40,29869891;0;0;Office;18100;112832;3;DebtCon;182418;8;110.294.129-2796
0;313,6033866;20;42,1192853;0;0;Mgr;18100;95322;1;HomeImp;119643;2;119.592.291-2861
0;356,9090675;10;40,87438208;0;0;Other;18100;22203;1;DebtCon;138057;8;110.294.129-2797
0;73,74671053;12;31,57101889;0;0;Other;18100;73356;3;DebtCon;86885;10;119.592.291-2862
0;249,4133616;50;43,72793048;0;0;Other;18100;27186;0;HomeImp;77694;;110.294.129-2798
0;111,5322141;16;24,44945281;0;0;Mgr;18100;27239;1;DebtCon;39723;17;119.592.291-2863
0;175,8953545;19;37,94552227;0;0;ProfExe;18100;23928;0;DebtCon;55734;17;110.294.129-2799
0;164,9096132;20;29,01660998;0;0;ProfExe;18100;32554;1;DebtCon;92419;8;119.592.291-2864
0;313,0379453;26;27,19915401;0;0;Self;18100;18611;0;HomeImp;171194;5;110.294.129-2800
0;75,06666667;28;;0;2;Mgr;18200;50250;3;DebtCon;72000;10;119.592.291-2865
0;96,17779327;16;34,70993598;1;0;ProfExe;18200;93702;0;HomeImp;158647;4;110.294.129-2801
0;73,0072773;20;29,80460144;0;0;Mgr;18200;16386;2;HomeImp;170310;23;119.592.291-2866
1;102,4609862;19;38,34534078;0;3;Sales;18200;67809;2;DebtCon;89339;0;110.294.129-2802
0;223,901918;41;35,99822541;0;0;Other;18200;13925;2;DebtCon;94898;22;119.592.291-2867
0;126,0480098;18;36,92663479;0;0;Other;18200;34593;1;DebtCon;56658;15;110.294.129-2803
0;231,5497227;27;20,41593161;0;0;ProfExe;18200;49653;0;DebtCon;159076;20;119.592.291-2868
